Label,Image_Path
ಹಾಗೂ,kannada_ocr_images/word_18725.png
ಶಮಿ,kannada_ocr_images/word_18726.png
ಗಲಾಟೆ,kannada_ocr_images/word_18727.png
ಈಗ,kannada_ocr_images/word_18728.png
ಜಗಳ,kannada_ocr_images/word_18729.png
ಬೀದಿ,kannada_ocr_images/word_18730.png
ಶಮಿ,kannada_ocr_images/word_18731.png
ಈಗಾಗಲೇ,kannada_ocr_images/word_18732.png
ಶಮಿ,kannada_ocr_images/word_18733.png
ವಿಚಾರಣೆ,kannada_ocr_images/word_18734.png
ನಡೆಯುವ,kannada_ocr_images/word_18735.png
ಶಮಿ,kannada_ocr_images/word_18736.png
ಹಸೀನ್,kannada_ocr_images/word_18737.png
ಫೈಟರ್,kannada_ocr_images/word_18738.png
ಜೆಟ್,kannada_ocr_images/word_18739.png
ಗಾಗಿ,kannada_ocr_images/word_18740.png
ಕುಡಿದು,kannada_ocr_images/word_18741.png
ಮೋಸ,kannada_ocr_images/word_18742.png
ಹೋದ,kannada_ocr_images/word_18743.png
ಕಂಪನಿ,kannada_ocr_images/word_18744.png
ಗೆಟ್,kannada_ocr_images/word_18745.png
ಹೆಸರಿನ,kannada_ocr_images/word_18746.png
ಬಿಡುಗಡೆ,kannada_ocr_images/word_18747.png
ಬಾರಿ,kannada_ocr_images/word_18748.png
ಟಿ,kannada_ocr_images/word_18749.png
ಮೂರು,kannada_ocr_images/word_18750.png
ಲಕ್ಷದ,kannada_ocr_images/word_18751.png
ಮಾಡುವುದೇ,kannada_ocr_images/word_18752.png
ಮೂರು,kannada_ocr_images/word_18753.png
ಲಕ್ಷದ,kannada_ocr_images/word_18754.png
ಮಾಡುವುದೇ,kannada_ocr_images/word_18755.png
ಈಗಾಗಲೇ,kannada_ocr_images/word_18756.png
ದುಬಾರಿ,kannada_ocr_images/word_18757.png
ಬೆಲೆಯ,kannada_ocr_images/word_18758.png
ಐಫೋನ್,kannada_ocr_images/word_18759.png
ಐಫೋನ್,kannada_ocr_images/word_18760.png
ಅನೇಕ,kannada_ocr_images/word_18761.png
ಇದೇ,kannada_ocr_images/word_18762.png
ದುಬಾರಿ,kannada_ocr_images/word_18763.png
ಬೆಲೆಯ,kannada_ocr_images/word_18764.png
ಐಫೋನ್,kannada_ocr_images/word_18765.png
ಐಫೋನ್,kannada_ocr_images/word_18766.png
ಈ,kannada_ocr_images/word_18767.png
ಮಾಡುವ,kannada_ocr_images/word_18768.png
ಫೋನಿನ,kannada_ocr_images/word_18769.png
ಕವರ್,kannada_ocr_images/word_18770.png
ಸೋಲಾರ್,kannada_ocr_images/word_18771.png
ಯಾವುದೋ,kannada_ocr_images/word_18772.png
ದೇವರ,kannada_ocr_images/word_18773.png
ಮರೆವು,kannada_ocr_images/word_18774.png
ಅರಳುಮರಳಾಗಿ,kannada_ocr_images/word_18775.png
ಹೇಳಿಬಿಡಬಹುದು,kannada_ocr_images/word_18776.png
ಯಾವನೋ,kannada_ocr_images/word_18777.png
ನಮಗೆ,kannada_ocr_images/word_18778.png
ಆದರೆ,kannada_ocr_images/word_18779.png
ಇದೇ,kannada_ocr_images/word_18780.png
ಅವರು,kannada_ocr_images/word_18781.png
ಅವರ,kannada_ocr_images/word_18782.png
ಆ,kannada_ocr_images/word_18783.png
ನಂಬಿಕೆಯೇ,kannada_ocr_images/word_18784.png
ನೂರು,kannada_ocr_images/word_18785.png
ಅಥವಾ,kannada_ocr_images/word_18786.png
ಅವನು,kannada_ocr_images/word_18787.png
ನಮಗೆ,kannada_ocr_images/word_18788.png
ಬೇಕು,kannada_ocr_images/word_18789.png
ಹಂಬಲವೇ,kannada_ocr_images/word_18790.png
ನೂರು,kannada_ocr_images/word_18791.png
ಕಾಯುವಂತೆ,kannada_ocr_images/word_18792.png
ದಿನದಂದು,kannada_ocr_images/word_18793.png
ವಾಹನ,kannada_ocr_images/word_18794.png
ಸವಾರರಿಗೆ,kannada_ocr_images/word_18795.png
ಹೂ,kannada_ocr_images/word_18796.png
ಆರ್,kannada_ocr_images/word_18797.png
ಟಿ,kannada_ocr_images/word_18798.png
ಓ,kannada_ocr_images/word_18799.png
ಕಾರಣ,kannada_ocr_images/word_18800.png
ರ,kannada_ocr_images/word_18801.png
ದಿನದಂದು,kannada_ocr_images/word_18802.png
ಏರಿಯಾ,kannada_ocr_images/word_18803.png
ವಾಹನ,kannada_ocr_images/word_18804.png
ಸವಾರರಿಗೆ,kannada_ocr_images/word_18805.png
ಕಾರಣ,kannada_ocr_images/word_18806.png
ಅಧಿಕಾರಿಗಳು,kannada_ocr_images/word_18807.png
ಮಾಡಿದ,kannada_ocr_images/word_18808.png
ಕಂಡು,kannada_ocr_images/word_18809.png
ದಾಳಿ,kannada_ocr_images/word_18810.png
ಮಾಡಿದವರೇ,kannada_ocr_images/word_18811.png
ದಂಗಾದರು,kannada_ocr_images/word_18812.png
ಸಾರಿಗೆ,kannada_ocr_images/word_18813.png
ಇಲಾಖೆಯ,kannada_ocr_images/word_18814.png
ಮನೆ,kannada_ocr_images/word_18815.png
ಮೇಲೆ,kannada_ocr_images/word_18816.png
ದಾಳಿ,kannada_ocr_images/word_18817.png
ಸುಮಾರು,kannada_ocr_images/word_18818.png
ಕೋಟಿ,kannada_ocr_images/word_18819.png
ಹೊಸ,kannada_ocr_images/word_18820.png
ವಾಹನ,kannada_ocr_images/word_18821.png
ಹೊಸ,kannada_ocr_images/word_18822.png
ವಾಹನ,kannada_ocr_images/word_18823.png
ಹಾಗಾದರೆ,kannada_ocr_images/word_18824.png
ಈ,kannada_ocr_images/word_18825.png
ದಿನ,kannada_ocr_images/word_18826.png
ಖರೀದಿಸಿದ,kannada_ocr_images/word_18827.png
ಅದು,kannada_ocr_images/word_18828.png
ಜತೆ,kannada_ocr_images/word_18829.png
ಅಂಶ,kannada_ocr_images/word_18830.png
ಡಿಸೇಲ್,kannada_ocr_images/word_18831.png
ಮೇಲಿನ,kannada_ocr_images/word_18832.png
ಮಾರಾಟ,kannada_ocr_images/word_18833.png
ಬಜೆಟ್,kannada_ocr_images/word_18834.png
ಮಾಡಿರುವ,kannada_ocr_images/word_18835.png
ಡಿಸೇಲ್,kannada_ocr_images/word_18836.png
ಏರಿಕೆ,kannada_ocr_images/word_18837.png
ವಾಹನ,kannada_ocr_images/word_18838.png
ಸವಾರರ,kannada_ocr_images/word_18839.png
ಮೇಲೆ,kannada_ocr_images/word_18840.png
ಹೊರೆ,kannada_ocr_images/word_18841.png
ವಿವಿಧ,kannada_ocr_images/word_18842.png
ಆದಾಯ,kannada_ocr_images/word_18843.png
ಕೋಟಿ,kannada_ocr_images/word_18844.png
ಸರಿದೂಗಿಸಲು,kannada_ocr_images/word_18845.png
ಮಾರಾಟ,kannada_ocr_images/word_18846.png
ತೆರಿಗೆ,kannada_ocr_images/word_18847.png
ವಿಧಿಸಿರುವುದಾಗಿ,kannada_ocr_images/word_18848.png
ನೇ,kannada_ocr_images/word_18849.png
ಸಾಲಿನ,kannada_ocr_images/word_18850.png
ಬಜೆಟ್,kannada_ocr_images/word_18851.png
ಮಂಡಿಸುವ,kannada_ocr_images/word_18852.png
ಅದರಂತೆ,kannada_ocr_images/word_18853.png
ಲೀಟರ್,kannada_ocr_images/word_18854.png
ಗೆ,kannada_ocr_images/word_18855.png
ಪೈಸೆ,kannada_ocr_images/word_18856.png
ಹಾಗೂ,kannada_ocr_images/word_18857.png
ಡಿಸೇಲ್,kannada_ocr_images/word_18858.png
ಗೆ,kannada_ocr_images/word_18859.png
ಪೈಸೆ,kannada_ocr_images/word_18860.png
ಮಾರಾಟ,kannada_ocr_images/word_18861.png
ತೆರಿಗೆ,kannada_ocr_images/word_18862.png
ವಿಧಿಸಿ,kannada_ocr_images/word_18863.png
ಆದೇಶ,kannada_ocr_images/word_18864.png
ಜಾರಿಗೆ,kannada_ocr_images/word_18865.png
ಹಲವು,kannada_ocr_images/word_18866.png
ಹಾಗೂ,kannada_ocr_images/word_18867.png
ಡಿಸೇಲ್,kannada_ocr_images/word_18868.png
ದರ,kannada_ocr_images/word_18869.png
ಇಳಿಕೆಯ,kannada_ocr_images/word_18870.png
ಕನಸು,kannada_ocr_images/word_18871.png
ವಾಹನ,kannada_ocr_images/word_18872.png
ಸವಾರರಿಗೆ,kannada_ocr_images/word_18873.png
ಈ,kannada_ocr_images/word_18874.png
ಬೆಲೆ,kannada_ocr_images/word_18875.png
ಏರಿಕೆಯ,kannada_ocr_images/word_18876.png
ಬಿಸಿ,kannada_ocr_images/word_18877.png
ಕೆ,kannada_ocr_images/word_18878.png
ಎಸ್,kannada_ocr_images/word_18879.png
ಆರ್,kannada_ocr_images/word_18880.png
ಟಿ,kannada_ocr_images/word_18881.png
ಸಿ,kannada_ocr_images/word_18882.png
ದರವೂ,kannada_ocr_images/word_18883.png
ಬಜೆಟ್,kannada_ocr_images/word_18884.png
ಮಾರಾಟ,kannada_ocr_images/word_18885.png
ತೆರಿಗೆ,kannada_ocr_images/word_18886.png
ಡಿಸೇಲ್,kannada_ocr_images/word_18887.png
ಕಳಿಸಿದ,kannada_ocr_images/word_18888.png
ಮುಖಂಡ,kannada_ocr_images/word_18889.png
ನೋಡುವ,kannada_ocr_images/word_18890.png
ಖಯಾಲಿ,kannada_ocr_images/word_18891.png
ಇರುವ,kannada_ocr_images/word_18892.png
ಘಟನೆ,kannada_ocr_images/word_18893.png
ಬೆಳಕಿಗೆ,kannada_ocr_images/word_18894.png
ಮೊದಲ,kannada_ocr_images/word_18895.png
ಬೇರೆ,kannada_ocr_images/word_18896.png
ಸಂಬಂಧ,kannada_ocr_images/word_18897.png
ಈ,kannada_ocr_images/word_18898.png
ಕುರಿತಾಗಿ,kannada_ocr_images/word_18899.png
ಮೊದಲ,kannada_ocr_images/word_18900.png
ಆಕೆಗೆ,kannada_ocr_images/word_18901.png
ಕಿರುಕುಳ,kannada_ocr_images/word_18902.png
ನೀನು,kannada_ocr_images/word_18903.png
ಅನೈತಿಕ,kannada_ocr_images/word_18904.png
ದಂಧೆ,kannada_ocr_images/word_18905.png
ನೀನೇ,kannada_ocr_images/word_18906.png
ಕಿರುಕುಳ,kannada_ocr_images/word_18907.png
ಹೋಲುವ,kannada_ocr_images/word_18908.png
ಕಂಡು,kannada_ocr_images/word_18909.png
ಈ,kannada_ocr_images/word_18910.png
ರೀತಿ,kannada_ocr_images/word_18911.png
ಇದೇ,kannada_ocr_images/word_18912.png
ಕಳುಹಿಸಿ,kannada_ocr_images/word_18913.png
ರೀತಿ,kannada_ocr_images/word_18914.png
ಮೊದಲ,kannada_ocr_images/word_18915.png
ಠಾಣೆಗೆ,kannada_ocr_images/word_18916.png
ದೂರು,kannada_ocr_images/word_18917.png
ಮದುವೆ,kannada_ocr_images/word_18918.png
ಕಿರುಕುಳ,kannada_ocr_images/word_18919.png
ದಿನದಂದು,kannada_ocr_images/word_18920.png
ಈ,kannada_ocr_images/word_18921.png
ಪಡೆಯಲು,kannada_ocr_images/word_18922.png
ಹುಡುಗಿ,kannada_ocr_images/word_18923.png
ದಿನದಂದು,kannada_ocr_images/word_18924.png
ಈ,kannada_ocr_images/word_18925.png
ಪಡೆಯಲು,kannada_ocr_images/word_18926.png
ದಿನ,kannada_ocr_images/word_18927.png
ವಿಶೇಷವಾಗಿ,kannada_ocr_images/word_18928.png
ಆಚರಿಸಲು,kannada_ocr_images/word_18929.png
ತಯಾರಿ,kannada_ocr_images/word_18930.png
ಹೊಸದಾಗಿ,kannada_ocr_images/word_18931.png
ಅನೇಕ,kannada_ocr_images/word_18932.png
ಯಾವ,kannada_ocr_images/word_18933.png
ನೀಡಬೇಕು,kannada_ocr_images/word_18934.png
ಕಾಡೋದು,kannada_ocr_images/word_18935.png
ಡೇ,kannada_ocr_images/word_18936.png
ದಿನ,kannada_ocr_images/word_18937.png
ಹುಡುಗಿಯರು,kannada_ocr_images/word_18938.png
ಪಡೆಯಲು,kannada_ocr_images/word_18939.png
ಉಡುಗೊರೆ,kannada_ocr_images/word_18940.png
ನೀಡೋದು,kannada_ocr_images/word_18941.png
ಡೈಮಂಡ್,kannada_ocr_images/word_18942.png
ಯಾರಿಗೆ,kannada_ocr_images/word_18943.png
ಹುಡುಗಿಯರು,kannada_ocr_images/word_18944.png
ಡೈಮಂಡ್,kannada_ocr_images/word_18945.png
ಅಥವಾ,kannada_ocr_images/word_18946.png
ಹೌದು,kannada_ocr_images/word_18947.png
ಹಂಗತ,kannada_ocr_images/word_18948.png
ಡೇ,kannada_ocr_images/word_18949.png
ದಿನ,kannada_ocr_images/word_18950.png
ಯಾವುದೇ,kannada_ocr_images/word_18951.png
ಹುಡುಗಿ,kannada_ocr_images/word_18952.png
ಡೈಮಂಡ್,kannada_ocr_images/word_18953.png
ಅಥವಾ,kannada_ocr_images/word_18954.png
ಪಡೆಯಲು,kannada_ocr_images/word_18955.png
ಡೈಮಂಡ್,kannada_ocr_images/word_18956.png
ಅಥವಾ,kannada_ocr_images/word_18957.png
ಸಂಬಂಧಿಸಿ,kannada_ocr_images/word_18958.png
ಉಡುಗೊರೆ,kannada_ocr_images/word_18959.png
ಹುಡುಗಿಯರಿಗೆ,kannada_ocr_images/word_18960.png
ಡೇಲಿ,kannada_ocr_images/word_18961.png
ಮೇಲ್,kannada_ocr_images/word_18962.png
ವರದಿ,kannada_ocr_images/word_18963.png
ಶೇಕಡಾ,kannada_ocr_images/word_18964.png
ಹುಡುಗಿಯರು,kannada_ocr_images/word_18965.png
ಸಂಗಾತಿ,kannada_ocr_images/word_18966.png
ಕವಿತೆ,kannada_ocr_images/word_18967.png
ಶೇಕಡಾ,kannada_ocr_images/word_18968.png
ಮಹಿಳೆಯರು,kannada_ocr_images/word_18969.png
ಸಂಗಾತಿ,kannada_ocr_images/word_18970.png
ಅದೇ,kannada_ocr_images/word_18971.png
ಉಡುಗೊರೆ,kannada_ocr_images/word_18972.png
ನಡೆಸಿದ,kannada_ocr_images/word_18973.png
ಶೇಕಡಾ,kannada_ocr_images/word_18974.png
ಮಹಿಳೆಯರು,kannada_ocr_images/word_18975.png
ಸಂಗಾತಿ,kannada_ocr_images/word_18976.png
ಉಡುಗೊರೆ,kannada_ocr_images/word_18977.png
ಲವ್,kannada_ocr_images/word_18978.png
ಯು,kannada_ocr_images/word_18979.png
ಕೇವಲ,kannada_ocr_images/word_18980.png
ಎರಡು,kannada_ocr_images/word_18981.png
ಸಂಗಾತಿ,kannada_ocr_images/word_18982.png
ಗಮನ,kannada_ocr_images/word_18983.png
ಮಹಿಳೆಯರು,kannada_ocr_images/word_18984.png
ಶೇಕಡಾ,kannada_ocr_images/word_18985.png
ಮಹಿಳೆಯರು,kannada_ocr_images/word_18986.png
ಸಂಗಾತಿ,kannada_ocr_images/word_18987.png
ಹೋಗಲಿ,kannada_ocr_images/word_18988.png
ದಿನದಂದು,kannada_ocr_images/word_18989.png
ಉಡುಗೊರೆ,kannada_ocr_images/word_18990.png
ನೀಡಿ,kannada_ocr_images/word_18991.png
ಸಂಗಾತಿ,kannada_ocr_images/word_18992.png
ಕೂಡ,kannada_ocr_images/word_18993.png
ದಿನ,kannada_ocr_images/word_18994.png
ಸಿಲುಕಿದ,kannada_ocr_images/word_18995.png
ಆಟಗಾರರು,kannada_ocr_images/word_18996.png
ಕಪ್,kannada_ocr_images/word_18997.png
ಟಿ,kannada_ocr_images/word_18998.png
ನೀಡುವ,kannada_ocr_images/word_18999.png
ಮೂಲಕ,kannada_ocr_images/word_19000.png
ಸೆಮಿ,kannada_ocr_images/word_19001.png
ಫೈನಲ್,kannada_ocr_images/word_19002.png
ಹಂತ,kannada_ocr_images/word_19003.png
ತಲುಪಿರುವ,kannada_ocr_images/word_19004.png
ಟೀಮ್,kannada_ocr_images/word_19005.png
ಆಟಗಾರರಿಗೆ,kannada_ocr_images/word_19006.png
ಹೊಸ,kannada_ocr_images/word_19007.png
ಕೆಲ,kannada_ocr_images/word_19008.png
ಆಟಗಾರರ,kannada_ocr_images/word_19009.png
ಮೊಹಾಲಿ,kannada_ocr_images/word_19010.png
ಪೊಲೀಸ್,kannada_ocr_images/word_19011.png
ದೂರು,kannada_ocr_images/word_19012.png
ಸಾಮಾಜಿಕ,kannada_ocr_images/word_19013.png
ಈ,kannada_ocr_images/word_19014.png
ದೂರು,kannada_ocr_images/word_19015.png
ಟೀಮ್,kannada_ocr_images/word_19016.png
ಆಟಗಾರರು,kannada_ocr_images/word_19017.png
ಮೇಲೆ,kannada_ocr_images/word_19018.png
ಭಾರತದ,kannada_ocr_images/word_19019.png
ಆಕ್ಷೇಪ,kannada_ocr_images/word_19020.png
ಈ,kannada_ocr_images/word_19021.png
ಮೂಲಕ,kannada_ocr_images/word_19022.png
ಭಾರತದ,kannada_ocr_images/word_19023.png
ಆಟಗಾರರು,kannada_ocr_images/word_19024.png
ನೆಲದ,kannada_ocr_images/word_19025.png
ಆಟಗಾರರು,kannada_ocr_images/word_19026.png
ಟೀಮ್,kannada_ocr_images/word_19027.png
ನಾಯಕ,kannada_ocr_images/word_19028.png
ಧೋನಿ,kannada_ocr_images/word_19029.png
ಹೊರತುಪಡಿಸಿ,kannada_ocr_images/word_19030.png
ವಿರಾಟ್,kannada_ocr_images/word_19031.png
ಸೇರಿದಂತೆ,kannada_ocr_images/word_19032.png
ಆಟಗಾರರು,kannada_ocr_images/word_19033.png
ಮೇಲೆ,kannada_ocr_images/word_19034.png
ನಡೆದ,kannada_ocr_images/word_19035.png
ಪಾಕ್,kannada_ocr_images/word_19036.png
ವೇಳೆ,kannada_ocr_images/word_19037.png
ಬಾಲಿವುಡ್,kannada_ocr_images/word_19038.png
ಬಿಗ್,kannada_ocr_images/word_19039.png
ಬಿ,kannada_ocr_images/word_19040.png
ಅಮಿತಾಬ್,kannada_ocr_images/word_19041.png
ಗೀತೆ,kannada_ocr_images/word_19042.png
ಹಾಡಲು,kannada_ocr_images/word_19043.png
ಸಮಯ,kannada_ocr_images/word_19044.png
ಆರೋಪಿಸಿ,kannada_ocr_images/word_19045.png
ಈ,kannada_ocr_images/word_19046.png
ದೂರು,kannada_ocr_images/word_19047.png
ನೀಡುವ,kannada_ocr_images/word_19048.png
ಮೂಲಕ,kannada_ocr_images/word_19049.png
ಪೊಲೀಸ್,kannada_ocr_images/word_19050.png
ಟೀಮ್,kannada_ocr_images/word_19051.png
ವಿರಾಟ್,kannada_ocr_images/word_19052.png
ಕೆಪಿಸಿಸಿ,kannada_ocr_images/word_19053.png
ವೇಣುಗೋಪಾಲ್,kannada_ocr_images/word_19054.png
ಗರಂ,kannada_ocr_images/word_19055.png
ಸಂಘಟನೆ,kannada_ocr_images/word_19056.png
ನನಗೆ,kannada_ocr_images/word_19057.png
ವರದಿ,kannada_ocr_images/word_19058.png
ಬಳಿ,kannada_ocr_images/word_19059.png
ಇದೆ,kannada_ocr_images/word_19060.png
ವೇಣುಗೋಪಾಲ್,kannada_ocr_images/word_19061.png
ಕಿಡಿ,kannada_ocr_images/word_19062.png
ಸಂಘಟನೆ,kannada_ocr_images/word_19063.png
ಮನೆ,kannada_ocr_images/word_19064.png
ಮನೆಗೆ,kannada_ocr_images/word_19065.png
ಪದಾಧಿಕಾರಿಗಳು,kannada_ocr_images/word_19066.png
ಸರಿಯಾಗಿ,kannada_ocr_images/word_19067.png
ಜನರಿಗೆ,kannada_ocr_images/word_19068.png
ವೇಣುಗೋಪಾಲ್,kannada_ocr_images/word_19069.png
ಚುನಾವಣೆ,kannada_ocr_images/word_19070.png
ಚುನಾವಣೆ,kannada_ocr_images/word_19071.png
ಸಾಧನೆ,kannada_ocr_images/word_19072.png
ಏನೇನು,kannada_ocr_images/word_19073.png
ಜನರಿಗೆ,kannada_ocr_images/word_19074.png
ತಿಳಿಸಿ,kannada_ocr_images/word_19075.png
ವೇಣುಗೋಪಾಲ್,kannada_ocr_images/word_19076.png
ಸೂಚನೆ,kannada_ocr_images/word_19077.png
ವೇಣುಗೋಪಾಲ್,kannada_ocr_images/word_19078.png
ಕೆಪಿಸಿಸಿ,kannada_ocr_images/word_19079.png
ಸಭೆ,kannada_ocr_images/word_19080.png
ಹೊಡೆದ,kannada_ocr_images/word_19081.png
ಪಾಕ್,kannada_ocr_images/word_19082.png
ನಟಿ,kannada_ocr_images/word_19083.png
ಬಾಲಿವುಡ್,kannada_ocr_images/word_19084.png
ನಟರಾದ,kannada_ocr_images/word_19085.png
ಹೃತಿಕ್,kannada_ocr_images/word_19086.png
ರಿತೇಶ್,kannada_ocr_images/word_19087.png
ಹಾಗೂ,kannada_ocr_images/word_19088.png
ಅವಮಾನ,kannada_ocr_images/word_19089.png
ನಟಿ,kannada_ocr_images/word_19090.png
ಸಬಾ,kannada_ocr_images/word_19091.png
ಕಮರ್,kannada_ocr_images/word_19092.png
ಈಗ,kannada_ocr_images/word_19093.png
ಕಾಮಿಡಿ,kannada_ocr_images/word_19094.png
ನಾನು,kannada_ocr_images/word_19095.png
ಕೇವಲ,kannada_ocr_images/word_19096.png
ಭಾರತೀಯ,kannada_ocr_images/word_19097.png
ಐ,kannada_ocr_images/word_19098.png
ಲವ್,kannada_ocr_images/word_19099.png
ಖಾನ್,kannada_ocr_images/word_19100.png
ಮೂಲಕ,kannada_ocr_images/word_19101.png
ತೇಪೆ,kannada_ocr_images/word_19102.png
ಕೆಲಸ,kannada_ocr_images/word_19103.png
ಟಿವಿ,kannada_ocr_images/word_19104.png
ಸಬಾ,kannada_ocr_images/word_19105.png
ಬಾಲಿವುಡ್,kannada_ocr_images/word_19106.png
ಪಾಕ್,kannada_ocr_images/word_19107.png
ನಟಿ,kannada_ocr_images/word_19108.png
ಸಬಾ,kannada_ocr_images/word_19109.png
ಕಮರ್,kannada_ocr_images/word_19110.png
ನೀವು,kannada_ocr_images/word_19111.png
ಆಹಾರದ,kannada_ocr_images/word_19112.png
ಹೇಳಿದಂತೆ,kannada_ocr_images/word_19113.png
ಸೇವನೆ,kannada_ocr_images/word_19114.png
ಖಾಲಿ,kannada_ocr_images/word_19115.png
ಬಹುತೇಕ,kannada_ocr_images/word_19116.png
ಸೇವನೆ,kannada_ocr_images/word_19117.png
ಇದು,kannada_ocr_images/word_19118.png
ದೇಹದ,kannada_ocr_images/word_19119.png
ಮೇಲೆ,kannada_ocr_images/word_19120.png
ಪರಿಣಾಮ,kannada_ocr_images/word_19121.png
ಸೇವನೆಗೆ,kannada_ocr_images/word_19122.png
ಮೊದಲು,kannada_ocr_images/word_19123.png
ನೀವು,kannada_ocr_images/word_19124.png
ಯಾವ,kannada_ocr_images/word_19125.png
ಆಹಾರ,kannada_ocr_images/word_19126.png
ಸೇವನೆ,kannada_ocr_images/word_19127.png
ಬಹು,kannada_ocr_images/word_19128.png
ಕೆಲವು,kannada_ocr_images/word_19129.png
ಕಾಯಿಲೆಗಳ,kannada_ocr_images/word_19130.png
ಔಷಧಿಗಳ,kannada_ocr_images/word_19131.png
ಸೇವನೆ,kannada_ocr_images/word_19132.png
ಸರಿ,kannada_ocr_images/word_19133.png
ಹೀಗೆ,kannada_ocr_images/word_19134.png
ಸೇರಿದ,kannada_ocr_images/word_19135.png
ಔಷಧಿ,kannada_ocr_images/word_19136.png
ಸರಿಯಾಗಿ,kannada_ocr_images/word_19137.png
ಪರಿಣಾಮ,kannada_ocr_images/word_19138.png
ಬೀರಲು,kannada_ocr_images/word_19139.png
ಅಡುಗೆಗೆ,kannada_ocr_images/word_19140.png
ಬಳಸುವ,kannada_ocr_images/word_19141.png
ಕಡಿಮೆ,kannada_ocr_images/word_19142.png
ಇದು,kannada_ocr_images/word_19143.png
ಹೃದಯ,kannada_ocr_images/word_19144.png
ಕಾಯಿಲೆಯವರಿಗೆ,kannada_ocr_images/word_19145.png
ಹಾಗೂ,kannada_ocr_images/word_19146.png
ಔಷಧಿ,kannada_ocr_images/word_19147.png
ಎರಡೂ,kannada_ocr_images/word_19148.png
ಹೋದಾಗ,kannada_ocr_images/word_19149.png
ಅಧಿಕ,kannada_ocr_images/word_19150.png
ಇರುವವರಿಗೆ,kannada_ocr_images/word_19151.png
ಹೃದಯ,kannada_ocr_images/word_19152.png
ಅಥವಾ,kannada_ocr_images/word_19153.png
ಹೃದಯಾಘಾತದ,kannada_ocr_images/word_19154.png
ಆಗುವ,kannada_ocr_images/word_19155.png
ಹಾಗಾಗಿ,kannada_ocr_images/word_19156.png
ಇರುವವರು,kannada_ocr_images/word_19157.png
ದೂರವಿರುವುದು,kannada_ocr_images/word_19158.png
ಪೊಟಾಷಿಯಂ,kannada_ocr_images/word_19159.png
ಇದು,kannada_ocr_images/word_19160.png
ಸೇರುವ,kannada_ocr_images/word_19161.png
ಮೂಲಕ,kannada_ocr_images/word_19162.png
ಪೊಟಾಷಿಯಂ,kannada_ocr_images/word_19163.png
ಪೊಟಾಷಿಯಂ,kannada_ocr_images/word_19164.png
ಹೃದಯ,kannada_ocr_images/word_19165.png
ಏರುಪೇರು,kannada_ocr_images/word_19166.png
ನೋವು,kannada_ocr_images/word_19167.png
ನಿವಾರಕ,kannada_ocr_images/word_19168.png
ಹಾಗೂ,kannada_ocr_images/word_19169.png
ಮಧುಮೇಹ,kannada_ocr_images/word_19170.png
ಈ,kannada_ocr_images/word_19171.png
ಔಷಧಿ,kannada_ocr_images/word_19172.png
ಲಿವರ್,kannada_ocr_images/word_19173.png
ಮೇಲೆ,kannada_ocr_images/word_19174.png
ಅನೇಕ,kannada_ocr_images/word_19175.png
ರಜನಿ,kannada_ocr_images/word_19176.png
ದಕ್ಷಿಣ,kannada_ocr_images/word_19177.png
ಭಾರತದ,kannada_ocr_images/word_19178.png
ಸೂಪರ್,kannada_ocr_images/word_19179.png
ಕಾವೇರಿ,kannada_ocr_images/word_19180.png
ಜಲ,kannada_ocr_images/word_19181.png
ನಟ,kannada_ocr_images/word_19182.png
ಹಾಗೂ,kannada_ocr_images/word_19183.png
ರಾಜಕೀಯ,kannada_ocr_images/word_19184.png
ಪಕ್ಷದ,kannada_ocr_images/word_19185.png
ನಾಯಕ,kannada_ocr_images/word_19186.png
ಕಮಲ್,kannada_ocr_images/word_19187.png
ಹಾಸನ್,kannada_ocr_images/word_19188.png
ಕಾವೇರಿ,kannada_ocr_images/word_19189.png
ಜಲ,kannada_ocr_images/word_19190.png
ಅನೇಕ,kannada_ocr_images/word_19191.png
ರಾಜಕೀಯ,kannada_ocr_images/word_19192.png
ಕಮಲ್,kannada_ocr_images/word_19193.png
ಕಳೆದ,kannada_ocr_images/word_19194.png
ಕಮಲ್,kannada_ocr_images/word_19195.png
ಹಾಸನ್,kannada_ocr_images/word_19196.png
ನಿಧಿ,kannada_ocr_images/word_19197.png
ಈ,kannada_ocr_images/word_19198.png
ಕಮಲ್,kannada_ocr_images/word_19199.png
ಹಾಸನ್,kannada_ocr_images/word_19200.png
ನೀಡಿರುವ,kannada_ocr_images/word_19201.png
ಈ,kannada_ocr_images/word_19202.png
ಅನೇಕ,kannada_ocr_images/word_19203.png
ಕಾವೇರಿ,kannada_ocr_images/word_19204.png
ಜಲ,kannada_ocr_images/word_19205.png
ವಿವಾದದ,kannada_ocr_images/word_19206.png
ಕೆಲ,kannada_ocr_images/word_19207.png
ದಿನಗಳ,kannada_ocr_images/word_19208.png
ತಮಿಳುನಾಡಿಗೆ,kannada_ocr_images/word_19209.png
ಕಡಿಮೆ,kannada_ocr_images/word_19210.png
ನೀರು,kannada_ocr_images/word_19211.png
ಬಿಡುವಂತೆ,kannada_ocr_images/word_19212.png
ಆದೇಶ,kannada_ocr_images/word_19213.png
ವಿರೋಧಿಸಿ,kannada_ocr_images/word_19214.png
ತಮಿಳು,kannada_ocr_images/word_19215.png
ಕಲಾವಿದರು,kannada_ocr_images/word_19216.png
ಇದು,kannada_ocr_images/word_19217.png
